event_time,merchant_id,txn_id,amount,currency,country,payment_method,auth_result,error_code,issuer_response,fraud_score,avs_result,three_ds,chargeback_flag
2026-01-27T04:37:18Z,M601,T013541,318.12,EUR,FR,card,APPROVED,,,40,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-27T04:37:56Z,M102,T682363,99.31,GBP,GB,card,APPROVED,,,10,AVS_MATCH,FRICTIONLESS,0
2026-01-27T04:38:37Z,M601,T746193,54.32,GBP,GB,card,DECLINED,FRAUD_SUSPECTED,59,75,AVS_MATCH,CHALLENGE,0
2026-01-27T04:38:55Z,M102,T699342,50.24,SGD,SG,card,APPROVED,,,57,AVS_UNAVAILABLE,CHALLENGE,0
2026-01-27T04:39:17Z,M102,T937665,107.78,INR,IN,card,APPROVED,,,73,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-27T04:39:32Z,M311,T586496,216.95,EUR,FR,card,APPROVED,,,79,AVS_UNAVAILABLE,CHALLENGE,0
2026-01-27T04:39:56Z,M601,T239738,20.6,SGD,SG,card,APPROVED,,,46,AVS_MATCH,NOT_ATTEMPTED,0
2026-01-27T04:40:28Z,M311,T539236,50.03,SGD,SG,card,APPROVED,,,56,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-27T04:40:58Z,M102,T477721,99.65,SGD,SG,card,APPROVED,,,27,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-27T04:41:09Z,M522,T246352,204.23,SGD,SG,card,FAILED,GATEWAY_TIMEOUT,,75,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-27T04:41:37Z,M450,T711582,19.82,EUR,DE,card,APPROVED,,,37,AVS_UNAVAILABLE,CHALLENGE,0
2026-01-27T04:41:46Z,M102,T207833,12.93,SGD,SG,card,APPROVED,,,55,AVS_MATCH,NOT_ATTEMPTED,0
2026-01-27T04:42:21Z,M522,T030858,13.48,SGD,SG,card,DECLINED,INSUFFICIENT_FUNDS,05,9,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-27T04:42:54Z,M601,T472964,304.14,EUR,FR,card,APPROVED,,,58,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-27T04:43:30Z,M102,T038445,53.24,SGD,SG,card,DECLINED,ISSUER_DO_NOT_HONOR,05,17,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-27T04:43:41Z,M102,T621260,102.92,USD,US,card,APPROVED,,,26,AVS_MISMATCH,FRICTIONLESS,0
2026-01-27T04:44:21Z,M102,T669551,50.43,EUR,DE,card,APPROVED,,,48,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-27T04:44:32Z,M522,T624954,307.38,INR,IN,card,APPROVED,,,6,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-27T04:45:13Z,M311,T076194,12.92,GBP,GB,card,APPROVED,,,35,AVS_UNAVAILABLE,CHALLENGE,0
2026-01-27T04:45:35Z,M450,T277424,19.25,INR,IN,card,APPROVED,,,22,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-27T04:45:43Z,M311,T103137,13.43,INR,IN,card,APPROVED,,,96,AVS_UNAVAILABLE,NOT_ATTEMPTED,1
2026-01-27T04:46:15Z,M102,T180673,318.63,EUR,DE,card,DECLINED,ISSUER_DO_NOT_HONOR,05,86,AVS_MISMATCH,FRICTIONLESS,0
2026-01-27T04:46:32Z,M311,T992887,200.73,SGD,SG,card,DECLINED,ISSUER_DO_NOT_HONOR,51,90,AVS_UNAVAILABLE,CHALLENGE,0
2026-01-27T04:46:56Z,M601,T409873,10.76,INR,IN,card,DECLINED,ISSUER_DO_NOT_HONOR,62,16,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-27T04:47:12Z,M601,T101709,12.85,EUR,DE,card,APPROVED,,,39,AVS_MISMATCH,FRICTIONLESS,0
2026-01-27T04:47:49Z,M522,T286329,10.01,USD,US,card,DECLINED,FRAUD_SUSPECTED,59,9,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-27T04:48:06Z,M601,T240633,103.06,EUR,DE,card,DECLINED,ISSUER_DO_NOT_HONOR,05,45,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-27T04:48:11Z,M450,T336441,13.63,EUR,DE,card,APPROVED,,,23,AVS_MATCH,FRICTIONLESS,0
2026-01-27T04:48:45Z,M522,T244002,319.32,SGD,SG,card,DECLINED,ISSUER_DO_NOT_HONOR,05,18,AVS_UNAVAILABLE,CHALLENGE,0
2026-01-27T04:49:25Z,M450,T705821,100.8,GBP,GB,card,APPROVED,,,73,AVS_MISMATCH,FRICTIONLESS,0
2026-01-27T04:49:50Z,M450,T627188,214.98,EUR,FR,card,APPROVED,,,66,AVS_MISMATCH,CHALLENGE,0
2026-01-27T04:50:02Z,M102,T388706,100.4,USD,US,card,FAILED,GATEWAY_TIMEOUT,,20,AVS_MATCH,FRICTIONLESS,0
2026-01-27T04:50:34Z,M450,T423754,203.27,EUR,DE,card,APPROVED,,,69,AVS_MISMATCH,FRICTIONLESS,0
2026-01-27T04:51:05Z,M311,T358063,13.73,SGD,SG,card,DECLINED,INSUFFICIENT_FUNDS,05,57,AVS_MATCH,FRICTIONLESS,0
2026-01-27T04:51:46Z,M601,T665112,106.44,INR,IN,card,DECLINED,INSUFFICIENT_FUNDS,05,28,AVS_MATCH,CHALLENGE,0
2026-01-27T04:52:25Z,M311,T671067,13.67,USD,US,card,DECLINED,FRAUD_SUSPECTED,59,56,AVS_MISMATCH,FRICTIONLESS,0
2026-01-27T04:52:52Z,M311,T186701,12.94,USD,US,card,APPROVED,,,38,AVS_MATCH,FRICTIONLESS,0
2026-01-27T04:53:03Z,M311,T692428,108.43,EUR,FR,card,APPROVED,,,70,AVS_MISMATCH,CHALLENGE,0
2026-01-27T04:53:27Z,M311,T308649,107.56,INR,IN,card,APPROVED,,,74,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-27T04:53:51Z,M102,T424387,310.85,GBP,GB,card,APPROVED,,,56,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-27T04:54:09Z,M522,T319842,13.14,GBP,GB,card,APPROVED,,,57,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-27T04:54:49Z,M102,T649920,10.91,EUR,FR,card,APPROVED,,,73,AVS_MISMATCH,CHALLENGE,0
2026-01-27T04:55:04Z,M522,T183725,100.45,SGD,SG,card,FAILED,GATEWAY_TIMEOUT,,54,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-27T04:55:30Z,M311,T568713,318.66,INR,IN,card,APPROVED,,,31,AVS_MATCH,NOT_ATTEMPTED,0
2026-01-27T04:56:14Z,M601,T744834,218.3,GBP,GB,card,APPROVED,,,49,AVS_MATCH,NOT_ATTEMPTED,0
2026-01-27T04:56:26Z,M102,T105104,108.01,EUR,FR,card,APPROVED,,,16,AVS_MISMATCH,FRICTIONLESS,0
2026-01-27T04:57:04Z,M522,T363267,13.12,EUR,FR,card,APPROVED,,,92,AVS_UNAVAILABLE,NOT_ATTEMPTED,1
2026-01-27T04:57:39Z,M450,T308093,208.97,EUR,DE,card,APPROVED,,,48,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-27T04:57:58Z,M522,T099925,20.56,EUR,FR,card,DECLINED,ISSUER_DO_NOT_HONOR,05,72,AVS_MATCH,NOT_ATTEMPTED,0
2026-01-27T04:58:11Z,M450,T456058,12.64,EUR,DE,card,APPROVED,,,69,AVS_UNAVAILABLE,CHALLENGE,0
2026-01-27T04:58:16Z,M601,T999543,13.12,INR,IN,card,APPROVED,,,25,AVS_MISMATCH,CHALLENGE,0
2026-01-27T04:58:44Z,M102,T410248,20.02,EUR,FR,card,APPROVED,,,31,AVS_MATCH,CHALLENGE,0
2026-01-27T04:59:08Z,M102,T924423,13.23,INR,IN,card,APPROVED,,,93,AVS_MISMATCH,FRICTIONLESS,1
2026-01-27T04:59:15Z,M102,T495860,211.69,SGD,SG,card,APPROVED,,,37,AVS_MATCH,CHALLENGE,0
2026-01-27T04:59:45Z,M601,T373001,107.81,EUR,FR,card,APPROVED,,,14,AVS_UNAVAILABLE,CHALLENGE,0
2026-01-27T05:00:29Z,M601,T107693,19.73,EUR,FR,card,APPROVED,,,74,AVS_MATCH,NOT_ATTEMPTED,0
2026-01-27T05:01:00Z,M311,T069243,204.79,INR,IN,card,APPROVED,,,97,AVS_UNAVAILABLE,FRICTIONLESS,1
2026-01-27T05:01:16Z,M450,T909082,200.15,GBP,GB,card,APPROVED,,,78,AVS_MATCH,CHALLENGE,0
2026-01-27T05:01:32Z,M522,T905365,10.17,EUR,DE,card,APPROVED,,,65,AVS_MATCH,CHALLENGE,0
2026-01-27T05:01:40Z,M601,T858702,100.33,SGD,SG,card,DECLINED,INSUFFICIENT_FUNDS,57,16,AVS_MATCH,NOT_ATTEMPTED,0
2026-01-27T05:01:57Z,M311,T441927,20.03,EUR,FR,card,DECLINED,ISSUER_DO_NOT_HONOR,57,62,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-27T05:02:05Z,M311,T057462,20.21,GBP,GB,card,APPROVED,,,54,AVS_MISMATCH,FRICTIONLESS,0
2026-01-27T05:02:35Z,M311,T810613,327.0,USD,US,card,APPROVED,,,9,AVS_MATCH,CHALLENGE,0
2026-01-27T05:02:49Z,M450,T928972,206.3,GBP,GB,card,APPROVED,,,56,AVS_MATCH,CHALLENGE,0
2026-01-27T05:03:32Z,M311,T862698,50.01,SGD,SG,card,APPROVED,,,45,AVS_MATCH,NOT_ATTEMPTED,0
2026-01-27T05:04:08Z,M522,T763869,10.47,USD,US,card,APPROVED,,,26,AVS_MATCH,NOT_ATTEMPTED,0
2026-01-27T05:04:24Z,M601,T212984,20.0,EUR,DE,card,APPROVED,,,50,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-27T05:04:54Z,M522,T995980,319.48,EUR,FR,card,APPROVED,,,9,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-27T05:05:19Z,M102,T221872,10.21,USD,US,card,DECLINED,INSUFFICIENT_FUNDS,57,86,AVS_MATCH,FRICTIONLESS,0
2026-01-27T05:05:45Z,M311,T914938,212.09,INR,IN,card,APPROVED,,,46,AVS_MATCH,CHALLENGE,0
2026-01-27T05:06:16Z,M311,T415607,19.51,SGD,SG,card,APPROVED,,,54,AVS_MATCH,CHALLENGE,0
2026-01-27T05:06:27Z,M522,T204079,101.15,GBP,GB,card,APPROVED,,,78,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-27T05:06:48Z,M450,T932672,10.17,SGD,SG,card,APPROVED,,,9,AVS_MATCH,CHALLENGE,0
2026-01-27T05:07:04Z,M522,T611716,20.88,EUR,FR,card,APPROVED,,,26,AVS_UNAVAILABLE,CHALLENGE,0
2026-01-27T05:07:28Z,M102,T128128,19.59,GBP,GB,card,DECLINED,ISSUER_DO_NOT_HONOR,62,51,AVS_MATCH,NOT_ATTEMPTED,0
2026-01-27T05:07:39Z,M522,T868130,52.26,EUR,DE,card,APPROVED,,,15,AVS_MATCH,FRICTIONLESS,0
2026-01-27T05:08:02Z,M311,T422543,19.4,GBP,GB,card,APPROVED,,,37,AVS_UNAVAILABLE,CHALLENGE,0
2026-01-27T05:08:39Z,M522,T669329,20.56,EUR,DE,card,APPROVED,,,27,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-27T05:09:02Z,M522,T493287,53.0,USD,US,card,APPROVED,,,81,AVS_UNAVAILABLE,NOT_ATTEMPTED,1
2026-01-27T05:09:09Z,M102,T491894,10.73,EUR,FR,card,APPROVED,,,85,AVS_UNAVAILABLE,FRICTIONLESS,1
2026-01-27T05:09:33Z,M522,T977919,52.79,SGD,SG,card,APPROVED,,,83,AVS_MISMATCH,FRICTIONLESS,1
2026-01-27T05:09:58Z,M522,T722475,20.51,INR,IN,card,APPROVED,,,12,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-27T05:10:41Z,M102,T034765,12.93,EUR,FR,card,APPROVED,,,4,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-27T05:10:59Z,M601,T183414,52.29,INR,IN,card,APPROVED,,,87,AVS_UNAVAILABLE,FRICTIONLESS,1
2026-01-27T05:11:25Z,M601,T885315,19.77,GBP,GB,card,APPROVED,,,17,AVS_UNAVAILABLE,CHALLENGE,0
2026-01-27T05:11:39Z,M311,T267984,106.67,SGD,SG,card,APPROVED,,,71,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-27T05:12:04Z,M102,T314703,13.69,USD,US,card,DECLINED,INSUFFICIENT_FUNDS,51,94,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-27T05:12:35Z,M102,T506637,12.9,INR,IN,card,APPROVED,,,26,AVS_UNAVAILABLE,CHALLENGE,0
2026-01-27T05:12:57Z,M311,T179224,13.49,USD,US,card,APPROVED,,,57,AVS_MISMATCH,FRICTIONLESS,0
2026-01-27T05:13:27Z,M601,T402136,19.22,SGD,SG,card,DECLINED,ISSUER_DO_NOT_HONOR,51,11,AVS_MATCH,CHALLENGE,0
2026-01-27T05:14:04Z,M450,T952737,309.53,USD,US,card,APPROVED,,,66,AVS_MATCH,CHALLENGE,0
2026-01-27T05:14:16Z,M601,T540747,100.54,EUR,FR,card,APPROVED,,,87,AVS_MISMATCH,CHALLENGE,0
2026-01-27T05:14:59Z,M450,T095356,13.63,EUR,FR,card,DECLINED,ISSUER_DO_NOT_HONOR,62,67,AVS_MISMATCH,FRICTIONLESS,0
2026-01-27T05:15:39Z,M522,T210978,10.16,EUR,DE,card,APPROVED,,,5,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-27T05:16:21Z,M311,T391589,307.56,EUR,FR,card,APPROVED,,,70,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-27T05:17:05Z,M102,T905285,214.5,EUR,FR,card,APPROVED,,,32,AVS_MISMATCH,FRICTIONLESS,0
2026-01-27T05:17:30Z,M601,T143131,13.52,SGD,SG,card,APPROVED,,,65,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-27T05:17:38Z,M522,T523545,13.5,GBP,GB,card,APPROVED,,,90,AVS_MISMATCH,NOT_ATTEMPTED,1
2026-01-27T05:17:50Z,M450,T698888,209.44,USD,US,card,DECLINED,FRAUD_SUSPECTED,59,75,AVS_UNAVAILABLE,CHALLENGE,0
2026-01-27T05:18:34Z,M601,T988249,210.16,GBP,GB,card,DECLINED,FRAUD_SUSPECTED,59,35,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-27T05:19:14Z,M450,T513131,10.63,EUR,DE,card,APPROVED,,,66,AVS_MATCH,NOT_ATTEMPTED,0
2026-01-27T05:19:58Z,M311,T917875,53.39,EUR,DE,card,APPROVED,,,19,AVS_MATCH,NOT_ATTEMPTED,0
2026-01-27T05:20:12Z,M450,T437133,10.28,EUR,DE,card,DECLINED,ISSUER_DO_NOT_HONOR,57,45,AVS_MATCH,FRICTIONLESS,0
2026-01-27T05:20:44Z,M601,T424464,107.34,USD,US,card,APPROVED,,,61,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-27T05:21:13Z,M102,T490413,13.34,USD,US,card,APPROVED,,,85,AVS_MATCH,FRICTIONLESS,1
2026-01-27T05:21:49Z,M102,T461505,13.61,USD,US,card,DECLINED,ISSUER_DO_NOT_HONOR,62,6,AVS_MISMATCH,CHALLENGE,0
2026-01-27T05:22:15Z,M450,T128526,53.1,USD,US,card,DECLINED,INSUFFICIENT_FUNDS,57,9,AVS_MATCH,NOT_ATTEMPTED,0
2026-01-27T05:22:33Z,M102,T473679,203.28,GBP,GB,card,APPROVED,,,99,AVS_MATCH,NOT_ATTEMPTED,1
2026-01-27T05:22:47Z,M522,T637153,215.32,INR,IN,card,APPROVED,,,49,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-27T05:23:29Z,M601,T691845,13.13,SGD,SG,card,APPROVED,,,59,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-27T05:24:00Z,M102,T605577,315.92,GBP,GB,card,APPROVED,,,88,AVS_MISMATCH,NOT_ATTEMPTED,1
2026-01-27T05:24:16Z,M522,T311886,53.61,USD,US,card,FAILED,GATEWAY_TIMEOUT,,100,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-27T05:24:52Z,M522,T732435,107.94,INR,IN,card,APPROVED,,,5,AVS_MATCH,FRICTIONLESS,0
2026-01-27T05:25:35Z,M522,T170050,324.47,GBP,GB,card,APPROVED,,,4,AVS_MISMATCH,FRICTIONLESS,0
2026-01-27T05:26:03Z,M522,T813626,13.58,USD,US,card,APPROVED,,,46,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-27T05:26:39Z,M311,T689217,19.29,EUR,DE,card,DECLINED,ISSUER_DO_NOT_HONOR,62,60,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-27T05:27:02Z,M601,T144587,53.24,GBP,GB,card,DECLINED,ISSUER_DO_NOT_HONOR,51,15,AVS_MISMATCH,CHALLENGE,0
2026-01-27T05:27:18Z,M450,T786239,324.09,GBP,GB,card,FAILED,GATEWAY_TIMEOUT,,53,AVS_MATCH,CHALLENGE,0
2026-01-27T05:27:26Z,M450,T498192,10.74,EUR,DE,card,APPROVED,,,66,AVS_MATCH,FRICTIONLESS,0
2026-01-27T05:27:58Z,M522,T296535,10.44,SGD,SG,card,APPROVED,,,93,AVS_MATCH,NOT_ATTEMPTED,1
2026-01-27T05:28:40Z,M311,T390268,218.04,USD,US,card,APPROVED,,,28,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-27T05:29:01Z,M450,T999747,13.42,EUR,FR,card,APPROVED,,,89,AVS_MISMATCH,CHALLENGE,0
2026-01-27T05:29:36Z,M450,T608635,10.79,EUR,DE,card,APPROVED,,,6,AVS_MISMATCH,FRICTIONLESS,0
2026-01-27T05:30:09Z,M522,T622349,104.34,INR,IN,card,DECLINED,ISSUER_DO_NOT_HONOR,62,67,AVS_MATCH,NOT_ATTEMPTED,0
2026-01-27T05:30:22Z,M450,T815226,206.54,SGD,SG,card,APPROVED,,,64,AVS_MATCH,FRICTIONLESS,0
2026-01-27T05:30:58Z,M311,T682815,50.2,EUR,DE,card,DECLINED,FRAUD_SUSPECTED,59,65,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-27T05:31:33Z,M450,T908537,204.59,EUR,FR,card,APPROVED,,,11,AVS_MISMATCH,FRICTIONLESS,0
2026-01-27T05:32:09Z,M311,T869666,208.92,GBP,GB,card,DECLINED,ISSUER_DO_NOT_HONOR,51,90,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-27T05:32:15Z,M102,T355095,10.79,INR,IN,card,APPROVED,,,6,AVS_UNAVAILABLE,CHALLENGE,0
2026-01-27T05:32:49Z,M102,T409002,19.41,SGD,SG,card,APPROVED,,,35,AVS_MATCH,FRICTIONLESS,0
2026-01-27T05:33:32Z,M601,T721782,53.09,SGD,SG,card,APPROVED,,,36,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-27T05:33:58Z,M311,T713918,10.36,INR,IN,card,APPROVED,,,5,AVS_UNAVAILABLE,CHALLENGE,0
2026-01-27T05:34:08Z,M450,T593709,107.2,GBP,GB,card,DECLINED,INSUFFICIENT_FUNDS,05,32,AVS_MATCH,FRICTIONLESS,0
2026-01-27T05:34:34Z,M450,T225951,52.46,SGD,SG,card,APPROVED,,,7,AVS_MATCH,NOT_ATTEMPTED,0
2026-01-27T05:35:18Z,M450,T839987,50.25,USD,US,card,APPROVED,,,50,AVS_MATCH,FRICTIONLESS,0
2026-01-27T05:35:58Z,M450,T064800,317.57,GBP,GB,card,APPROVED,,,90,AVS_MISMATCH,CHALLENGE,0
2026-01-27T05:36:07Z,M311,T650694,207.34,GBP,GB,card,APPROVED,,,20,AVS_MATCH,CHALLENGE,0
2026-01-27T05:36:29Z,M450,T941674,54.38,USD,US,card,DECLINED,INSUFFICIENT_FUNDS,62,69,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-27T05:37:06Z,M450,T599010,53.17,SGD,SG,card,APPROVED,,,35,AVS_MISMATCH,FRICTIONLESS,0
2026-01-27T05:37:32Z,M522,T248885,20.12,GBP,GB,card,APPROVED,,,77,AVS_MATCH,NOT_ATTEMPTED,0
2026-01-27T05:37:41Z,M450,T817587,51.0,INR,IN,card,APPROVED,,,8,AVS_MATCH,NOT_ATTEMPTED,0
2026-01-27T05:38:14Z,M102,T192029,12.72,EUR,DE,card,APPROVED,,,39,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-27T05:38:41Z,M450,T867635,321.92,USD,US,card,FAILED,GATEWAY_TIMEOUT,,4,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-27T05:39:07Z,M311,T455331,10.9,SGD,SG,card,APPROVED,,,70,AVS_MATCH,FRICTIONLESS,0
2026-01-27T05:39:28Z,M450,T801100,13.5,USD,US,card,APPROVED,,,56,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-27T05:39:40Z,M311,T049444,10.61,EUR,DE,card,DECLINED,ISSUER_DO_NOT_HONOR,57,9,AVS_MISMATCH,CHALLENGE,0
2026-01-27T05:39:45Z,M102,T097844,100.74,EUR,FR,card,APPROVED,,,71,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-27T05:40:04Z,M601,T886738,52.04,SGD,SG,card,APPROVED,,,44,AVS_UNAVAILABLE,CHALLENGE,0
2026-01-27T05:40:29Z,M522,T955948,327.42,SGD,SG,card,APPROVED,,,5,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-27T05:40:40Z,M102,T010826,217.39,USD,US,card,APPROVED,,,43,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-27T05:40:56Z,M102,T587462,54.78,INR,IN,card,APPROVED,,,46,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-27T05:41:28Z,M601,T170995,19.25,EUR,FR,card,APPROVED,,,47,AVS_MISMATCH,FRICTIONLESS,0
2026-01-27T05:42:06Z,M450,T731653,199.14,SGD,SG,card,FAILED,GATEWAY_TIMEOUT,,48,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-27T05:42:22Z,M450,T589112,13.48,SGD,SG,card,DECLINED,FRAUD_SUSPECTED,59,19,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-27T05:42:42Z,M102,T188759,19.26,INR,IN,card,APPROVED,,,93,AVS_UNAVAILABLE,CHALLENGE,0
2026-01-27T05:43:19Z,M450,T399326,19.22,GBP,GB,card,DECLINED,ISSUER_DO_NOT_HONOR,57,7,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-27T05:43:42Z,M522,T695537,10.19,SGD,SG,card,APPROVED,,,70,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-27T05:43:57Z,M601,T729752,205.42,USD,US,card,APPROVED,,,13,AVS_MATCH,FRICTIONLESS,0
2026-01-27T05:44:22Z,M522,T010638,318.66,USD,US,card,APPROVED,,,28,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-27T05:44:27Z,M311,T307787,218.47,GBP,GB,card,APPROVED,,,4,AVS_MISMATCH,FRICTIONLESS,0
2026-01-27T05:45:01Z,M311,T796956,20.38,INR,IN,card,APPROVED,,,7,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-27T05:45:46Z,M522,T802003,19.63,INR,IN,card,APPROVED,,,7,AVS_MATCH,FRICTIONLESS,0
2026-01-27T05:46:04Z,M601,T240918,50.17,EUR,FR,card,FAILED,GATEWAY_TIMEOUT,,14,AVS_MATCH,NOT_ATTEMPTED,0
2026-01-27T05:46:37Z,M311,T114561,107.23,EUR,FR,card,DECLINED,ISSUER_DO_NOT_HONOR,05,96,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-27T05:46:50Z,M450,T934084,10.08,EUR,DE,card,DECLINED,INSUFFICIENT_FUNDS,05,36,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-27T05:47:21Z,M102,T579927,327.67,SGD,SG,card,APPROVED,,,8,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-27T05:47:45Z,M102,T038625,304.18,EUR,DE,card,APPROVED,,,6,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-27T05:47:56Z,M311,T464151,207.39,USD,US,card,APPROVED,,,70,AVS_MATCH,NOT_ATTEMPTED,0
2026-01-27T05:48:39Z,M601,T136597,318.92,SGD,SG,card,DECLINED,FRAUD_SUSPECTED,59,88,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-27T05:48:47Z,M450,T026162,13.33,USD,US,card,APPROVED,,,14,AVS_MISMATCH,CHALLENGE,0
2026-01-27T05:49:03Z,M601,T865308,105.04,USD,US,card,DECLINED,INSUFFICIENT_FUNDS,57,41,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-27T05:49:09Z,M102,T055441,10.69,EUR,DE,card,APPROVED,,,25,AVS_MATCH,FRICTIONLESS,0
2026-01-27T05:49:50Z,M450,T690251,299.41,USD,US,card,APPROVED,,,60,AVS_MATCH,NOT_ATTEMPTED,0
2026-01-27T05:50:26Z,M601,T307947,10.52,EUR,DE,card,APPROVED,,,91,AVS_MATCH,NOT_ATTEMPTED,1
2026-01-27T05:50:58Z,M102,T400287,10.15,USD,US,card,APPROVED,,,29,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-27T05:51:39Z,M311,T206853,217.49,INR,IN,card,APPROVED,,,3,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-27T05:52:00Z,M102,T781193,103.3,GBP,GB,card,APPROVED,,,36,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-27T05:52:28Z,M311,T910404,10.5,SGD,SG,card,APPROVED,,,99,AVS_UNAVAILABLE,FRICTIONLESS,1
2026-01-27T05:53:00Z,M102,T585183,12.92,INR,IN,card,DECLINED,ISSUER_DO_NOT_HONOR,05,64,AVS_UNAVAILABLE,NOT_ATTEMPTED,0
2026-01-27T05:53:41Z,M102,T509241,19.69,EUR,DE,card,APPROVED,,,77,AVS_UNAVAILABLE,FRICTIONLESS,0
2026-01-27T05:54:11Z,M311,T485881,102.08,EUR,FR,card,APPROVED,,,60,AVS_MATCH,NOT_ATTEMPTED,0
2026-01-27T05:54:18Z,M102,T398395,304.62,SGD,SG,card,APPROVED,,,68,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-27T05:54:57Z,M311,T098886,20.7,EUR,FR,card,APPROVED,,,58,AVS_MATCH,CHALLENGE,0
2026-01-27T05:55:32Z,M601,T960786,52.4,USD,US,card,APPROVED,,,22,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-27T05:55:37Z,M102,T261086,13.24,INR,IN,card,APPROVED,,,52,AVS_MISMATCH,NOT_ATTEMPTED,0
2026-01-27T05:56:00Z,M522,T851271,13.16,GBP,GB,card,APPROVED,,,81,AVS_MISMATCH,CHALLENGE,0
2026-01-27T05:56:39Z,M311,T636817,321.38,EUR,FR,card,APPROVED,,,95,AVS_MATCH,CHALLENGE,0
2026-01-27T05:56:50Z,M450,T047113,315.78,GBP,GB,card,DECLINED,ISSUER_DO_NOT_HONOR,57,23,AVS_MATCH,CHALLENGE,0
2026-01-27T05:57:05Z,M311,T180052,304.85,INR,IN,card,APPROVED,,,3,AVS_MATCH,FRICTIONLESS,0
2026-01-27T05:57:21Z,M601,T066914,50.29,INR,IN,card,DECLINED,ISSUER_DO_NOT_HONOR,51,28,AVS_MATCH,FRICTIONLESS,0
2026-01-27T05:57:46Z,M102,T782440,102.94,GBP,GB,card,APPROVED,,,82,AVS_MATCH,NOT_ATTEMPTED,1
